,Assortativity,Average clustering coefficient,Average shortest path length,Average square clustering,Degree (min),Degree (max),Degree (avg),Degree (std),Degree (med),Density,Edge betweenness centrality (min),Edge betweenness centrality (max),Edge betweenness centrality (avg),Edge betweenness centrality (std),Edge betweenness centrality (med),Eccentricity (min),Eccentricity (max),Eccentricity (avg),Eccentricity (std),Eccentricity (med),Fraction of nodes in the barycenter,Fraction of nodes in the center,Fraction of nodes in the periphery,Global efficiency,Local efficiency (min),Local efficiency (max),Local efficiency (avg),Local efficiency (std),Local efficiency (med),Modularity,Node betweenness centrality (min),Node betweenness centrality (max),Node betweenness centrality (avg),Node betweenness centrality (std),Node betweenness centrality (med),Node strength (min),Node strength (max),Node strength (avg),Node strength (std),Node strength (med),Rich club coefficient (min),Rich club coefficient (max),Rich club coefficient (avg),Rich club coefficient (std),Rich club coefficient (med),Transitivity
signf_corr_before_Glut_Test2_Week_6_2022_09_28_13_20_34_FluoSZ17012_CS4A1S1_stack_SZ_ts,0.12582081697675182,0.27551987625166735,0.0036606180004293467,0.1718283326137051,0.0,0.21579961464354527,0.04659917359974161,0.043134956071971785,0.03468208092485549,0.046689133394335704,0.0,0.01197575874640848,0.00044240094616338616,0.0007983997475870994,0.00013681982438773128,0.005246361186202963,0.00897682992254145,0.006518116686669318,0.0005938239775994539,0.006428047472281018,0.002004008016032064,0.002004008016032064,0.004008016032064128,0.3778915992783759,0.0,1.8290895917408032,0.7365132623872509,0.37934792107071447,0.8512229142250749,0.4419497546615665,0.0,0.05767940979208585,0.0035726831714870916,0.0073263867519806096,0.0006787714237230612,0.0,94.96856030010164,19.30476103999143,18.61846728140747,14.171223889088926,0.0,0.9393939393939394,0.41118454788794967,0.29810470061717165,0.3305879661404713,0.36153720537804146
signf_corr_before_Glut_Test2_Week_2_2022_09_01_14_27_51_FluoSZ17012_CS2A1S1_stack_SZ_ts,0.19894186858885368,0.3767171453997576,0.0042681125901400515,0.20463211404577428,0.0,0.1992619926199262,0.043756212469873774,0.04039748026886146,0.033210332103321034,0.04383709271473491,7.526153383005945e-06,0.014149168360051177,0.000473118335476712,0.0007857245808392216,0.0001806276811921427,0.006369895582825914,0.009470982411586986,0.007474860414471611,0.0005594147512983354,0.007395455790680662,0.001937984496124031,0.001937984496124031,0.003875968992248062,0.3424557892260381,0.0,1.7549726935663885,0.8133908779937172,0.3374319513422527,0.8861054715253034,0.5234505170222874,0.0,0.02639114502663292,0.003970294829005502,0.004405756034123167,0.0024215178874995276,0.0,102.78751873303169,19.239952726838553,19.49989664999836,13.20657097684328,0.04837058779257921,1.0,0.540841646951835,0.3577735620227621,0.4888888888888889,0.45098671692369025
signf_corr_before_Glut_Test2_Week_6_2022_09_29_15_03_02_FluoSZ17228_CS3A1S1_stack_SZ_ts,0.2605606805876537,0.36572800754194995,0.005184906693500042,0.23397782432939673,0.0,0.19550561797752808,0.057285696250473424,0.05144510017848034,0.038202247191011236,0.05741471808887539,1.120410518413947e-05,0.028144712222558346,0.0005526654021040362,0.0012886301677268884,0.00013444926220967362,0.007950186471332842,0.014823036191462031,0.010512140304506421,0.0011997487025111242,0.010433327182782982,0.002364066193853428,0.002364066193853428,0.004728132387706856,0.34245462958958633,0.0,1.571416522895919,0.780271096408272,0.34176415914233754,0.8996480855998537,0.5127462564584374,0.0,0.049138251286150104,0.005070589455425398,0.007217491377494645,0.002364039580776981,0.0,74.50278419190406,20.916065331944147,19.994505157340498,13.035310038453801,0.0,0.543859649122807,0.3301510921240961,0.15659815199964974,0.3670986093552465,0.5192854068015497
signf_corr_before_Glut_Test2_Week_2_2022_09_02_13_03_28_FluoSZ17012_CS3A1S1_stack_SZ_ts,0.3493419782841162,0.3356375435203423,0.006020879242205185,0.17902213412066997,0.0,0.1360544217687075,0.035448192882595216,0.029617256955674895,0.027210884353741496,0.035528756957328385,1.1584800741427247e-05,0.01953197405004634,0.000988288391747265,0.0015941484828568971,0.00040546802594995364,0.008418328349001698,0.012461438396687828,0.01033939897425798,0.000722861468818425,0.010350975749539193,0.002403846153846154,0.002403846153846154,0.004807692307692308,0.30365724789202453,0.0,1.454611420231586,0.7037948974098863,0.35900351751849086,0.8176999657378304,0.5963667205017031,0.0,0.04934520691461498,0.005810728980582307,0.0068652478881888555,0.0030615214481112857,0.0,51.06312892112586,12.734659894978407,11.355553653350825,9.70649592060709,0.03955113421224743,1.0,0.45429866470570635,0.36705501721656547,0.2912709181365898,0.46396002498438477
signf_corr_before_Glut_Test2_Week_6_2022_09_29_11_40_54_FluoSZ17228_CS2A1S1_stack_SZ_ts,0.14624413148035725,0.3509710788171487,0.0028708272516642904,0.1976304924427531,0.0,0.1765601217656012,0.06328289883678637,0.04393879269258595,0.0593607305936073,0.06337936667037904,4.983529435216609e-06,0.009189628278539428,0.00019440252819899554,0.0003919608024696285,5.980235322259931e-05,0.004364916738241714,0.0072362540922441595,0.005223119138486559,0.00041194946093875304,0.005160183734758343,0.0015772870662460567,0.0015772870662460567,0.0015772870662460567,0.40064865859889354,0.0,1.573057834924436,0.8354830471893813,0.28662954030690974,0.8949551453840218,0.4899356711501198,0.0,0.0250364948907153,0.0026189078008574066,0.0035912055047608383,0.0012198292239086529,0.0,102.78178144567535,33.98639736264828,24.76674380202476,31.14690903122997,0.06806504502618844,0.75,0.2824397125769587,0.17173818156194584,0.2363005387736502,0.4461769615220169
signf_corr_before_Glut_Test2_Week_2_2022_09_01_10_51_35_FluoSZ17228_CS1A1S1_stack_SZ_ts,-0.18790743495789547,0.5427006640638818,0.002845873308737812,0.42283512003824497,0.0,0.32386363636363635,0.10257941632231406,0.09272675328499708,0.08309659090909091,0.10272533298849089,4.461994957945698e-06,0.04087187381478259,0.00010513334264700182,0.0005948225945325748,4.461994957945698e-06,0.004282498201243229,0.006686931028567708,0.005194078360520242,0.00042914934342386875,0.0052975364270566915,0.0014925373134328358,0.0014925373134328358,0.0014925373134328358,0.4034769817671621,0.0,1.4350756890750684,0.8935392667184778,0.3255667018830558,1.010964748855291,0.49594985715190465,0.0,0.09466716790633979,0.0025037269013275234,0.009211665558454514,5.370425069144223e-05,0.0,204.1713968888773,63.33717261183419,58.18583180565487,51.45674652297744,0.11342391183097963,1.0,0.459859155153585,0.21577884121728344,0.44823762829010205,0.6156533544067483
signf_corr_before_Glut_Test2_Week_6_2022_09_27_15_03_44_FluoSZ17012_CS2A1S1_stack_SZ_ts,0.15007953091638268,0.43054010941519605,0.003864420362970444,0.27440124805494326,0.0,0.2775735294117647,0.07178579152249134,0.06005998938555535,0.058823529411764705,0.07191799371682375,7.160451394855932e-06,0.011764621641748296,0.0002648699642072885,0.0005957917142958284,7.160451394855932e-05,0.005465124368681399,0.008787248772378771,0.006710859531138297,0.0004831955000442627,0.006657747739727947,0.001890359168241966,0.001890359168241966,0.001890359168241966,0.3910854696384485,0.0,1.604122730574207,0.8715872702730932,0.30636343289823265,0.9679691472745657,0.5189634978944292,0.0,0.03451497901213271,0.0034410792406258414,0.004252097127309409,0.0021994134897360706,0.0,137.45668118877205,31.60920523239172,28.520004735590863,23.82756206256401,0.0760583147161597,1.0,0.5641860592316067,0.339693136997643,0.5131652661064425,0.5324465151905642
signf_corr_before_Glut_Test2_Week_2_2022_08_05_15_50_04_FluoSZ9322_CS5A1S_stack_SZ_ts,0.4052830819461669,0.45718537474966287,0.004601746546235625,0.3440803063396629,0.0,0.2550335570469799,0.10340875536137012,0.08181642681559503,0.08277404921700224,0.10364061355724762,1.074160006874624e-05,0.042160780269828994,0.00026891226627089336,0.0010712146503623445,3.222480020623872e-05,0.007148796262930844,0.011799137096691843,0.008757083127317038,0.000733002258683109,0.00869718067605561,0.0023148148148148147,0.0023148148148148147,0.004629629629629629,0.40311527104796274,0.0,1.553360160321571,0.819442359783822,0.3080629454695236,0.9387809419631423,0.5089647327369177,0.0,0.06502994658177305,0.004134566768786809,0.009098593565279138,0.0009658447094372201,0.0,104.56458084398326,39.9414534718725,32.88941598996715,28.810289852880466,0.10994987281957408,1.0,0.4082053048773039,0.1947227475073795,0.39491162895418214,0.7060781398675697
signf_corr_before_Glut_Test2_Week_6_2022_09_28_15_56_31_FluoSZ17228_CS1A1S1_stack_SZ_ts,-0.3600972422702528,0.5374826875184525,0.004781347729750096,0.40026513271434394,0.0,0.381294964028777,0.08522678260269483,0.08577688915322934,0.05515587529976019,0.08543165467625899,1.24067939603727e-05,0.09032146003151326,0.00036170769456450586,0.002097233191305716,1.24067939603727e-05,0.006083566514165695,0.011114685446987823,0.008354784439613929,0.0009160888403563711,0.007989319221577555,0.0024875621890547263,0.0024875621890547263,0.0024875621890547263,0.4083929010638941,0.0,1.6152129110255284,0.8509965768178142,0.34491892593844053,0.9847489290059176,0.4908121861346893,0.0,0.26258104738154614,0.00419973077257106,0.02175127004296018,0.0,0.0,122.77604150379612,32.1478729170486,32.16027819094137,20.169212264165903,0.0,0.49166666666666664,0.38337822095455215,0.10483369429522112,0.43394437420986093,0.5310782346177614
signf_corr_before_Glut_Test2_Week_6_2022_08_26_11_13_17_FluoSZ9322_CS3A1S_stack_SZ_ts,-0.22644547640050466,0.5957945384918033,0.0035160941429723154,0.5084265614321237,0.0,0.36607142857142855,0.1383290816326531,0.11254228851982286,0.12678571428571428,0.13857653973933043,0.0,0.0693460073932016,0.0001248951622578977,0.001060164759077553,6.948497734789739e-06,0.005420284927537441,0.00926063459876518,0.006842774540143278,0.0006539641218371414,0.006878040178766519,0.00186219739292365,0.00186219739292365,0.00186219739292365,0.4237442499356671,0.0,1.5937659038819865,0.8886448404978117,0.32857651865089893,1.013514175526261,0.497739404309068,0.0,0.17544287906263076,0.0031943477932220585,0.01439804985887325,0.0,0.0,189.80979837686556,70.37436908611798,58.142800224359476,63.47156573868171,0.15071291586758942,1.0,0.46765344310384477,0.1854429992262536,0.47625973854638576,0.6948690314891799
signf_corr_before_Glut_Test2_Week_2_2022_08_03_11_34_02_FluoSZ9322_CS1A1S_stack_SZ_ts,0.1612565386694408,0.3854919197422926,0.00215885432107322,0.23785055971183694,0.0,0.22031662269129287,0.08700510299983989,0.05281559598389717,0.08575197889182058,0.08712003708570493,0.0,0.008644202478362648,9.809319637266802e-05,0.0002465447418901099,1.7896899541123497e-05,0.003209956362572871,0.005596437189726664,0.003989686016247149,0.00033919338812567884,0.0039326089258113475,0.001336898395721925,0.001336898395721925,0.00267379679144385,0.4530366244588479,0.0,1.4045376459038594,0.9159023468394663,0.21378023495113088,0.957009535643484,0.5000668509452566,0.0,0.03207826839081079,0.001946165473639191,0.0035558373580153453,0.00048810074973710746,0.0,152.21748246479567,54.071662363082325,34.29054812367804,52.09328413123769,0.08946660080607635,1.0,0.3324810244863158,0.22073680148036126,0.26572725449545365,0.4819558376590194
signf_corr_before_Glut_Test2_Week_6_2022_09_28_10_15_20_FluoSZ17012_CS3A1S1_stack_SZ_ts,0.5131676738474467,0.47062471413982576,0.006166429691737266,0.3202238657194059,0.0,0.17880794701986755,0.06155675433338694,0.052995361775953626,0.046357615894039736,0.061692941842974074,1.0593781450288681e-05,0.047513109804544734,0.0005454556250211968,0.0017506646457528439,6.356268870173209e-05,0.007894433627706744,0.012860768683404317,0.010476803868899742,0.000846405033458561,0.01055678290754105,0.0022988505747126436,0.0022988505747126436,0.004597701149425287,0.32469703777505643,0.0,1.3426225774193223,0.8086683976875418,0.3175432800624573,0.928300073839257,0.6347865880749769,0.0,0.06836879130703163,0.005646876969131359,0.00995267500066622,0.0017560477219271825,0.0,74.56370155011892,24.307356071648258,22.156828356705404,16.956747590614103,0.0669103236400233,0.7948717948717948,0.3667443570334574,0.21226790195940715,0.3244431125761662,0.6871774553348472
signf_corr_before_Glut_Test2_Week_6_2022_08_26_15_05_48_FluoSZ9322_CS4A1S_stack_SZ_ts,0.06310391512562667,0.5403490411484769,0.008974683343682092,0.4767871805876803,0.0,0.32905982905982906,0.15914237709109505,0.11482203303972212,0.17307692307692307,0.15982539158504824,3.89848348992242e-05,0.10264707028965733,0.0006208046396552613,0.002831098006185945,3.89848348992242e-05,0.013630495339632261,0.02458252111825121,0.01822318172463593,0.001651227309161731,0.01825770845344548,0.004405286343612335,0.004405286343612335,0.00881057268722467,0.43984516516701455,0.0,1.4159925199687426,0.7896767389571819,0.3898464634007956,0.988650064193779,0.49596083423007487,0.0,0.14521140609636185,0.007577092511013215,0.020380612854634227,0.00035398230088495576,0.0,70.50968220156739,33.385760188062136,24.550747258978678,35.44994229875807,0.0,0.6666666666666666,0.40294025744147466,0.10058938700270545,0.42343940878357944,0.7558859208278662
signf_corr_before_Glut_Test2_Week_2_2022_08_05_11_47_47_Fluo9001_CS1A1S1_stack_CTL_ts,0.36537821438011064,0.35243513679873845,0.0043211152102835375,0.1822193101813464,0.0,0.15918367346938775,0.050687213660974596,0.03402482737245487,0.044897959183673466,0.05079086849463712,8.808554868488276e-06,0.010605500061659884,0.0004815425384895112,0.0007833149959479805,0.00019378820710674207,0.006881167726490527,0.010479634214146254,0.00816010126312447,0.0006466221573274502,0.008079903824791719,0.0020964360587002098,0.0020964360587002098,0.0020964360587002098,0.36923866362176877,0.0,1.6399312239079717,0.8265876025323873,0.27751104563285783,0.8863025570854399,0.5246190853823719,0.0,0.029429455992923483,0.00406152265606673,0.0047426841948778505,0.0025386996904024767,0.0,67.4609340925127,20.147570296025624,14.47499584336073,17.1597843198288,0.05271136521136521,1.0,0.3417723511210558,0.29586483829130494,0.25291785001097755,0.4575011611704598
signf_corr_before_Glut_Week_6_2022_09_28_11_38_52_Fluo5439_CS3A1S1_stack_CTL_ts,0.21461569961929153,0.28340121108165023,0.0027747117432940505,0.15720006318825763,0.0,0.2241169305724726,0.03019994332688961,0.04217749855909643,0.012180267965895249,0.030236772526068743,3.598610936178635e-06,0.008021303776742178,0.00031636360916789934,0.0005641247120948723,8.996527340446588e-05,0.0045284109514836905,0.008214527260774136,0.005835978138605324,0.000681788421335968,0.005630938085133366,0.0013404825737265416,0.0013404825737265416,0.0013404825737265416,0.29430036786087715,0.0,1.695147655325441,0.7362408870229822,0.4384026662694887,0.9207921043446156,0.34474981648294745,0.0,0.018838854008804213,0.002981250850075097,0.0032329205051988006,0.0020495056650068556,0.0,147.61863712881544,18.322756792666272,27.589695044401953,6.166361477570782,0.03547540457924804,1.0,0.7220258167678091,0.32525690625224163,0.9130952380952382,0.4727253168917714
signf_corr_before_Glut_Test2_Week_2_2022_09_09_10_30_45_Fluo9062_CS3A1S1_stack_CTL_ts,0.2472292867931677,0.32215417916022754,0.005015475041459697,0.16352201528414295,0.0,0.21747967479674796,0.03782470751536784,0.04307194728772414,0.022357723577235773,0.03790174357955392,1.0448993239501375e-05,0.025088032768042803,0.0006607240633291962,0.0010867335615244154,0.0002925718107060385,0.007276532133495018,0.01341129435323311,0.009283346486071412,0.0008761593914690217,0.009124088703864608,0.00228310502283105,0.00228310502283105,0.0045662100456621,0.3027303766152302,0.0,1.8434688552935514,0.6705704739850572,0.39011605281073874,0.8022575853518424,0.389832075351397,0.0,0.057649108811118344,0.004637962994650787,0.0058075001064437064,0.0026347280246887665,0.0,99.49694874288951,15.559821955200233,19.416293501856387,7.809136079401273,0.046132916813624227,1.0,0.6308442869887556,0.347714410301461,0.7194943426029061,0.43358626825056257
signf_corr_before_Glut_Test2_Week_2_2022_08_05_17_03_14_Fluo9001_CS4A1S1_stack_CTL_ts,0.36734177282435926,0.5415102281936292,0.006255390645847179,0.4199712739231075,0.0,0.31142857142857144,0.13492244897959185,0.09638051617612181,0.13857142857142857,0.135309046254605,1.665806000233213e-05,0.06426679548899736,0.000340079213348676,0.0015149346444735994,3.331612000466426e-05,0.008126770740519852,0.014137021170365496,0.011350419537114683,0.000828203528505274,0.011402214412432598,0.002881844380403458,0.002881844380403458,0.005763688760806916,0.4333396097695548,0.0,1.2624089465392356,0.855426142102331,0.25872483908747723,0.9382084138047643,0.5067322296858755,0.0,0.14546368434279972,0.005247578606125965,0.013401941305071325,0.0011728239926279635,0.0,99.94393424158066,42.26795937038829,31.279907374637535,40.068258369520485,0.13766220785927272,1.0,0.5097918019770605,0.2772709075441634,0.434083850931677,0.7472290719864814
