,Assortativity,Average clustering coefficient,Average shortest path length,Average square clustering,Degree (min),Degree (max),Degree (avg),Degree (std),Degree (med),Density,Edge betweenness centrality (min),Edge betweenness centrality (max),Edge betweenness centrality (avg),Edge betweenness centrality (std),Edge betweenness centrality (med),Eccentricity (min),Eccentricity (max),Eccentricity (avg),Eccentricity (std),Eccentricity (med),Fraction of nodes in the barycenter,Fraction of nodes in the center,Fraction of nodes in the periphery,Global efficiency,Local efficiency (min),Local efficiency (max),Local efficiency (avg),Local efficiency (std),Local efficiency (med),Modularity,Node betweenness centrality (min),Node betweenness centrality (max),Node betweenness centrality (avg),Node betweenness centrality (std),Node betweenness centrality (med),Node strength (min),Node strength (max),Node strength (avg),Node strength (std),Node strength (med),Rich club coefficient (min),Rich club coefficient (max),Rich club coefficient (avg),Rich club coefficient (std),Rich club coefficient (med),Transitivity
signf_corr_before_Glut_Test2_Week_2_2022_09_01_12_12_05_FluoSZ17012_CS1A1S1_stack_SZ_ts,0.7387627627218865,0.1844398657245946,0.23774762421125953,0.06147968629105449,0.0,0.0,0.05070374177570815,0.013136840676942207,0.04343188303827056,0.05075488276518472,0.1717727732352961,0.036467967334693714,0.2284821761118583,0.13631207114795574,0.3673960063629822,0.18685768474472164,0.1494666103494989,0.17914821787870847,0.12614032110357765,0.17863624470808348,0.23080628925395613,0.23080628925395613,0.0997072106363705,0.3597700549670282,0.0,0.16126180955830077,0.3623572392423703,0.16004991472998692,0.0,0.771506254558622,0.0,0.05628294125184154,0.23352891070786683,0.10489578053538927,0.5986462174600177,0.7857913258692699,0.11155755736132464,0.031209046459611443,0.0305565511078901,0.020882432133034243,0.12714661011298797,0.34426229508196726,0.09042804349355565,0.23542741533051614,0.06262705579338507,0.09582325636628808
signf_corr_before_Glut_Test2_Week_6_2022_09_28_13_20_34_FluoSZ17012_CS4A1S1_stack_SZ_ts,0.49874186371288265,0.07586307799886993,0.1560245240897211,0.11291948961632187,0.0,0.3929012007001172,0.1484585281974396,0.1997812374327371,0.10295203591977017,0.14852365192643294,0.0,0.030738837788936914,0.1236780227742419,0.1023428394762709,0.12118438768779927,0.12743150313893692,0.12666837263421646,0.12515958231273536,0.1208557870816352,0.12292054846138017,0.28329335508742864,0.28329335508742864,0.38077232956025886,0.6601455284647444,0.0,1.0,0.9506656542643918,0.9999999999999999,0.0,0.4000499800733919,0.0,0.16639207207410428,0.16206683525557722,0.23273698436560197,0.13709270727026335,0.07240235574139142,0.24235985975485688,0.08849899898591063,0.17780526071495778,0.053535818069463385,0.0,0.880774962742176,0.3829785366914343,0.7078341304339423,0.18936143150456658,0.03952762352527295
signf_corr_before_Glut_Test2_Week_2_2022_09_01_14_27_51_FluoSZ17012_CS2A1S1_stack_SZ_ts,0.6079414244191983,0.31048255968305294,0.21912042128128126,0.18621309415662834,0.0,0.3359268614393814,0.13408525140084504,0.17335939693314265,0.09725783073029548,0.13413369951448198,0.1930533604274855,0.04245932535534109,0.13401957665856498,0.09999476857463863,0.16088717012363965,0.19788745550059295,0.14284822780400183,0.17133701129546094,0.10698458671850382,0.16959339737414014,0.2635873947682483,0.2635873947682483,0.3637465687572282,0.4980235766003567,0.0,0.005554824601848235,0.17958561261809963,0.008114274852454667,0.0,0.6647800180337926,0.0,0.04032123383850464,0.20166997133599932,0.09231414180851634,0.4890784015034257,0.6625837057487576,0.3103006749432091,0.09773132506948967,0.15369600992488058,0.05696992568131785,0.2073626067977526,1.0,0.6180722244972472,0.9216689762193689,0.38105926022213554,0.23206888162665162
signf_corr_before_Glut_Test2_Week_6_2022_09_29_15_03_02_FluoSZ17228_CS3A1S1_stack_SZ_ts,0.710297673122124,0.2850049371141882,0.3143409343050718,0.2517803181346402,0.0,0.3229856439559515,0.20248682511586635,0.27998991064231926,0.11657158072746313,0.20263951866308097,0.28739650207836154,0.11793271831169824,0.1608005074035301,0.19315788021866745,0.11903596223922591,0.29698624579385396,0.3180885775724328,0.31793193776016404,0.3651188574184374,0.3161562393543912,0.39075948495489915,0.39075948495489915,0.4736220355332321,0.49801827116145936,0.0,0.006228612902533744,0.18889299939743326,0.010479241675583492,0.0,0.6212625325831123,0.0,0.1319769001104809,0.31126212487251037,0.2275013351158895,0.4774694026527029,0.5114465860108037,0.20338940446720058,0.14165595478148132,0.21383178165797956,0.06887811874240019,0.0,0.10267471958584984,0.23604902732622096,0.20071818606265002,0.2335747620893639,0.37908271600681986
signf_corr_before_Glut_Test2_Week_2_2022_09_02_13_03_28_FluoSZ17012_CS3A1S1_stack_SZ_ts,0.787959005391976,0.21524209537134487,0.401167119890008,0.12899262569317343,0.0,0.11816825138159465,0.09208205132014778,0.06930976821774085,0.07404593070375391,0.092214046324849,0.2971617238183503,0.07148703682120641,0.3074607126277742,0.2497550579869676,0.36465854681011084,0.32634305225271504,0.24076364015780002,0.30959454261648,0.17287395451703536,0.31218317448774324,0.40263256161314415,0.40263256161314415,0.48388025994377104,0.3205168329624637,0.0,0.0513467860173133,0.21045228199402471,0.05193842878392621,0.0,0.8673982647136669,0.0,0.13281079325712003,0.38498191094777356,0.21056559868809793,0.6183410924776879,0.7323103977226528,0.07510328641007125,0.047180210446959615,0.054652227173660944,0.03562052406203829,0.16955399275337374,1.0,0.4611528656896701,0.9549308567593809,0.14174962607051478,0.25999409902113824
signf_corr_before_Glut_Test2_Week_6_2022_09_29_11_40_54_FluoSZ17228_CS2A1S1_stack_SZ_ts,0.6265717548975522,0.25079192921575677,0.07399489496881631,0.17056934631690462,0.0,0.25771585322668605,0.23280713159938687,0.20753978746392607,0.1984338823849313,0.2327341136861303,0.12783251354274125,0.015714146951985697,0.04018495712191417,0.02705014476831151,0.05138394264251861,0.07215681976327049,0.0696773314666713,0.06265626446880543,0.04753772292434101,0.0617521549941272,0.15593046811079952,0.15593046811079952,0.06736121480400625,0.7642610790980386,0.0,0.11084487614637224,0.23206369724384063,0.10114535490291873,0.0,0.5470496134755429,0.0,0.0348628973206012,0.06706837361853771,0.053150854221324664,0.24637114184295889,0.22230830619023711,0.35332341221094443,0.21373441938311802,0.31136868551098557,0.1766627952738701,0.29179188867748607,0.5081967213114754,0.14953896155255558,0.25497539510564116,0.07518209010988236,0.22171581943328822
signf_corr_before_Glut_Test2_Week_2_2022_09_01_10_51_35_FluoSZ17228_CS1A1S1_stack_SZ_ts,0.20013552973890306,0.6953048720332539,0.07140311646727784,0.6737448399657722,0.0,0.7651963363953658,0.43148016902778263,0.6784362650176446,0.29026807107764446,0.43125392687445585,0.1144546326662651,0.1865661403141299,0.010130902619467117,0.06463023191594051,0.0012293273662526845,0.06698841856973636,0.0516910462435107,0.06125460546318731,0.0544714160590105,0.06837876894138634,0.13063531165255554,0.13063531165255554,0.05643382846105005,0.7772009066867329,0.0,0.00021759274064268516,0.46163936971930286,0.0019322942798874693,0.9974845673276881,0.5703147356969314,0.0,0.31542806703501225,0.05559606200067177,0.32338049071477315,0.010846745843877204,1.0,0.8624277755565936,0.6018746863823333,0.85115043218795,0.39870573381729085,0.48624337854498223,1.0,0.47123512277269103,0.41280357288289027,0.33183176201099573,0.5865159993410011
signf_corr_before_Glut_Test2_Week_6_2022_09_27_15_03_44_FluoSZ17012_CS2A1S1_stack_SZ_ts,0.4471422486876555,0.43526770483878974,0.17719194373771133,0.3420985163228838,0.0,0.6057206721115278,0.275795559706759,0.3631399528426523,0.196355447727684,0.27581570005359235,0.1836727387294495,0.029600244403482655,0.06390906919200168,0.06480976106625116,0.06208016596309028,0.14114996908845556,0.12046098600650121,0.13446235457426828,0.07625874312001728,0.13400249356549726,0.24937272062274357,0.24937272062274357,0.10772781999340811,0.7205086473623055,0.0,0.0004306239736243452,0.3237814030735541,0.0060050780216512134,0.8787628196628569,0.6482216472284299,0.0,0.07305486633351159,0.1489587477936918,0.08492627851341576,0.44421956961711623,0.6030163724526113,0.4415772441654726,0.22896222663567958,0.2721173676694957,0.1565502341394555,0.32605868830492807,1.0,0.6604002112572063,0.8568742942712552,0.41045724932375127,0.4074121760948858
signf_corr_before_Glut_Test2_Week_2_2022_08_05_15_50_04_FluoSZ9322_CS5A1S_stack_SZ_ts,0.8895985135805042,0.4970430708613828,0.25377247275624903,0.4977826819803388,0.0,0.5280674260399485,0.4356730928920385,0.5731308937535368,0.2890201552987832,0.43587196893893176,0.2755327833634098,0.19351679148720094,0.06526998187182192,0.15288171975139145,0.026390581465097082,0.24673170039143383,0.2190781496457647,0.23322374913534868,0.17696195483481264,0.2323954301306812,0.37605948528278627,0.37605948528278627,0.4609213767392316,0.7755460482900922,0.0,0.0003666535377365792,0.41852679646903346,0.0014262879093311842,0.9262632577148573,0.6122868559730492,0.0,0.1960098326467739,0.21803187587863146,0.3179440311862882,0.1950734244130949,1.0,0.36227532458067835,0.36207479547782906,0.4251922145289384,0.2145919724532675,0.471350324348261,1.0,0.37757658622902807,0.3373450096518018,0.26725552259679713,0.7811565474594634
signf_corr_before_Glut_Test2_Week_6_2022_09_28_15_56_31_FluoSZ17228_CS1A1S1_stack_SZ_ts,0.0,0.6832073227334076,0.27242629783131367,0.6233166376920996,0.0,0.9630550092997876,0.34374973719679874,0.6113568770008515,0.18216527154259277,0.3439987871702641,0.31824667187752015,0.4532315938848639,0.09651120853104576,0.3429513518473697,0.008429648251571074,0.17993198632945034,0.19666739829182137,0.21380672183596214,0.2507686320313902,0.19824448260660527,0.42761918562527174,0.42761918562527174,0.1847294384876099,0.7996916704202803,0.0,0.00044459969774576454,0.4368863144234411,0.0024917369746502204,0.9716183086384487,0.555303315808017,0.0,0.9920090054641898,0.2245223770010573,0.9262800272736473,0.0,1.0,0.4537199369729823,0.28219267022141786,0.41291449741819164,0.14434074859636598,0.0,0.0,0.33256022569802285,0.015210291833656797,0.3145230456439704,0.4044669340430197
signf_corr_before_Glut_Test2_Week_6_2022_08_26_11_13_17_FluoSZ9322_CS3A1S_stack_SZ_ts,0.15534291710054232,0.818399668995165,0.14101391723612086,0.8649820993210287,0.0,0.910607875567014,0.6122212384334711,0.8696938135935219,0.4593015565574527,0.6121409537480723,0.0,0.34011783460826234,0.01678406966676217,0.15083473064993738,0.0034828290432671783,0.13833812323962552,0.13596088589601776,0.14082925908910185,0.14509974953775906,0.1446305557067029,0.24096730952510098,0.24096730952510098,0.10409672268879436,0.8699254435206307,0.0,0.000417572413890114,0.4587915948568164,0.00201930340083012,1.0,0.5763444012363843,0.0,0.6409003068951911,0.12438366579575247,0.572739925855039,0.0,1.0,0.7903143501813937,0.6740040762382922,0.8504258372174535,0.49638518937790266,0.6460997175888833,1.0,0.485367691766419,0.304089246161798,0.36576572524348494,0.7570287932428462
signf_corr_before_Glut_Test2_Week_2_2022_08_03_11_34_02_FluoSZ9322_CS1A1S_stack_SZ_ts,0.9325637625268128,0.33086070374520293,0.0,0.260474022401476,0.0,0.4084629028957711,0.3526876699753011,0.29319164550449306,0.30054178341910465,0.35246475128556265,0.0,0.012917172234987548,0.007732261152122385,0.0,0.013448780919382106,0.0,0.0028433199480103477,0.0,0.008478548033469327,0.0,0.08471611828729625,0.08471611828729625,0.20920350064127088,1.0000000000000002,0.0,0.011911786658849607,0.0,0.006259947911820417,0.0,0.5847981543009944,0.0,0.06325003840727371,0.0,0.0515220397837038,0.09884725341088763,0.0,0.5451362477642977,0.2645222360431523,0.45609023423037953,0.19953026761913287,0.38452152628854774,1.0,0.240279094025122,0.4305605298176358,0.11081698984526789,0.29883483223619856
